"System Name","Name","Gravity","Distance to Arrival (LS)","Distance (LY)","Type","Earth Masses","Parents","Radius","Reserve Level","Rings","Subtype","Volcanism"
"Ross 154","Ross 154 7","0.505742530845315","2574.710853","9.68896158329158","Planet","0.481136","[{""id64"":7268024264105,""subtype"":""M (Red dwarf) Star"",""type"":""Star""}]","6218.0725","","","Icy body",""
"Ross 154","Aster","1.76840562863261","12.990933","9.68896158329158","Planet","109.76757","[{""id64"":7268024264105,""subtype"":""M (Red dwarf) Star"",""type"":""Star""}]","50226.472","","","Class II gas giant",""
"Ross 154","Dust Ball","0.159617110227389","50.078182","9.68896158329158","Planet","0.006","[{""id64"":7268024264105,""subtype"":""M (Red dwarf) Star"",""type"":""Star""}]","1236.01175","","","Rocky body",""
"Ross 154","Ross 154 5","0.363224737432446","843.046528","9.68896158329158","Planet","0.198983","[{""id64"":7268024264105,""subtype"":""M (Red dwarf) Star"",""type"":""Star""}]","4718.535","","","Icy body",""
"Duamta","Duamta 2 a","0.359688487814826","314.676563","9.88310585038934","Planet","0.067478","[{""id64"":""288234715956119915"",""subtype"":""High metal content world"",""type"":""Planet""},{""id64"":4339804408171,""subtype"":""F (White) Star"",""type"":""Star""}]","2761.235","","","Rocky body",""
"Duamta","Duamta 3","1.22682777607831","418.242655","9.88310585038934","Planet","1.303339","[{""id64"":4339804408171,""subtype"":""F (White) Star"",""type"":""Star""}]","6570.88","","","High metal content world","Major Rocky Magma"
"Duamta","Duamta 3 a","0.242963495462425","417.836517","9.88310585038934","Planet","0.022161","[{""id64"":""360292309994047851"",""subtype"":""High metal content world"",""type"":""Planet""},{""id64"":4339804408171,""subtype"":""F (White) Star"",""type"":""Star""}]","1925.348625","","","Rocky body",""
"Duamta","Duamta 4","1.30151310288569","546.302941","9.88310585038934","Planet","1.493017","[{""id64"":4339804408171,""subtype"":""F (White) Star"",""type"":""Star""}]","6828.02","","","Earth-like world","Major Rocky Magma"
"Duamta","Duamta 4 a","0.353802691954726","545.923683","9.88310585038934","Planet","0.064427","[{""id64"":""432349904031975787"",""subtype"":""Earth-like world"",""type"":""Planet""},{""id64"":4339804408171,""subtype"":""F (White) Star"",""type"":""Star""}]","2720.441","","","Rocky body",""
"Duamta","Duamta 6","1.05677526256755","1284.992291","9.88310585038934","Planet","0.906736","[{""id64"":4339804408171,""subtype"":""F (White) Star"",""type"":""Star""}]","5905.215","","","High metal content world",""
"Duamta","Duamta 7","0.816514224533496","3266.177031","9.88310585038934","Planet","2.695543","[{""id64"":4339804408171,""subtype"":""F (White) Star"",""type"":""Star""}]","11583.182","Low","[{""inner_radius"":19112000,""mass"":29267000000,""name"":""Duamta 7 A Ring"",""outer_radius"":52047000,""signal_count"":4,""signals"":[{""count"":2,""name"":""Alexandrite""},{""count"":2,""name"":""Void Opal""}],""signals_updated_at"":""2025-10-20 21:32:58+00"",""type"":""Icy""}]","Icy body","Major Water Geysers"
"Duamta","Duamta 8","1.24993963495462","4538.684987","9.88310585038934","Planet","4.366951","[{""id64"":4339804408171,""subtype"":""F (White) Star"",""type"":""Star""}]","11916.022","Low","[{""inner_radius"":20403000,""mass"":87439000,""name"":""Duamta 8 A Ring"",""outer_radius"":56903000,""type"":""Icy""}]","Icy body","Major Water Geysers"
"Duamta","Duamta 1","0.723511777301927","232.742967","9.88310585038934","Planet","0.342832","[{""id64"":4339804408171,""subtype"":""F (White) Star"",""type"":""Star""}]","4388.384","","","High metal content world",""
"Duamta","Duamta 2","1.07792148465382","314.580148","9.88310585038934","Planet","0.933953","[{""id64"":4339804408171,""subtype"":""F (White) Star"",""type"":""Star""}]","5934.1085","","","High metal content world",""
"Duamta","Duamta 5","1.07847945345162","692.415617","9.88310585038934","Planet","0.953812","[{""id64"":4339804408171,""subtype"":""F (White) Star"",""type"":""Star""}]","5995.3165","","","High metal content world",""
"Ross 248","Ross 248 A 5 a","0.267852146426022","1229.244153","10.3688799720606","Planet","0.120918","[{""id64"":""252206945157794640"",""subtype"":""Icy body"",""type"":""Planet""},{""id64"":""36034163044010832"",""subtype"":""M (Red dwarf) Star"",""type"":""Star""},{""id64"":5366025046864,""type"":""Null""}]","4283.363","","","Icy body",""
"Ross 248","Ross 248 A 6","0.575381360252881","1650.119913","10.3688799720606","Planet","0.677508","[{""id64"":""36034163044010832"",""subtype"":""M (Red dwarf) Star"",""type"":""Star""},{""id64"":5366025046864,""type"":""Null""}]","6917.7685","","","Icy body",""
"Ross 248","Ross 248 A 7","0.577460385438972","2297.228654","10.3688799720606","Planet","0.683808","[{""id64"":""360293336214686544"",""type"":""Null""},{""id64"":""36034163044010832"",""subtype"":""M (Red dwarf) Star"",""type"":""Star""},{""id64"":5366025046864,""type"":""Null""}]","6937.333","","","Icy body",""
"Ross 248","Ross 248 B 1","0.554623840114204","94587.371956","10.3688799720606","Planet","0.616381","[{""id64"":""468379727271578448"",""type"":""Null""},{""id64"":""72062960062974800"",""subtype"":""L (Brown dwarf) Star"",""type"":""Star""},{""id64"":5366025046864,""type"":""Null""}]","6720.662","","","Icy body",""
"Ross 248","Ross 248 B 6","0.43424778219639","96089.13898","10.3688799720606","Planet","0.324434","[{""id64"":""72062960062974800"",""subtype"":""L (Brown dwarf) Star"",""type"":""Star""},{""id64"":5366025046864,""type"":""Null""}]","5510.3725","","","Icy body",""
"Ross 248","Ross 248 B 2","0.446128173753441","94588.432936","10.3688799720606","Planet","0.348577","[{""id64"":""468379727271578448"",""type"":""Null""},{""id64"":""72062960062974800"",""subtype"":""L (Brown dwarf) Star"",""type"":""Star""},{""id64"":5366025046864,""type"":""Null""}]","5635.157","","","Icy body",""
"Ross 248","Ross 248 B 3 a","0.194208728459264","94148.252825","10.3688799720606","Planet","0.049237","[{""id64"":""576466118328470352"",""subtype"":""Icy body"",""type"":""Planet""},{""id64"":""72062960062974800"",""subtype"":""L (Brown dwarf) Star"",""type"":""Star""},{""id64"":5366025046864,""type"":""Null""}]","3209.9435","","","Icy body",""
"Ross 248","Ross 248 B 7","0.685787294789436","98579.556506","10.3688799720606","Planet","1.03564","[{""id64"":""72062960062974800"",""subtype"":""L (Brown dwarf) Star"",""type"":""Star""},{""id64"":5366025046864,""type"":""Null""}]","7834.2315","","","Icy body","Major Water Magma"
"Ross 248","Ross 248 A 1","0.708580197817885","344.32856","10.3688799720606","Planet","1.146454","[{""id64"":""36034163044010832"",""subtype"":""M (Red dwarf) Star"",""type"":""Star""},{""id64"":5366025046864,""type"":""Null""}]","8109.0565","","","Icy body","Minor Carbon Dioxide Geysers"
"Ross 248","Ross 248 A 2","0.934392474762924","459.487892","10.3688799720606","Planet","2.24156","[{""id64"":""36034163044010832"",""subtype"":""M (Red dwarf) Star"",""type"":""Star""},{""id64"":5366025046864,""type"":""Null""}]","9874.091","","","Icy body","Major Water Geysers"
"Ross 248","Ross 248 A 3","0.484720301825227","678.036666","10.3688799720606","Planet","0.433985","[{""id64"":""36034163044010832"",""subtype"":""M (Red dwarf) Star"",""type"":""Star""},{""id64"":5366025046864,""type"":""Null""}]","6032.234","","","Icy body",""
"Ross 248","Ross 248 A 8","0.569945141225655","2307.056662","10.3688799720606","Planet","0.661191","[{""id64"":""360293336214686544"",""type"":""Null""},{""id64"":""36034163044010832"",""subtype"":""M (Red dwarf) Star"",""type"":""Star""},{""id64"":5366025046864,""type"":""Null""}]","6866.4715","","","Icy body",""
"Ross 248","Ross 248 B 7 a","0.214644947486489","98587.31051","10.3688799720606","Planet","0.065314","[{""id64"":""756610103423290192"",""subtype"":""Icy body"",""type"":""Planet""},{""id64"":""72062960062974800"",""subtype"":""L (Brown dwarf) Star"",""type"":""Star""},{""id64"":5366025046864,""type"":""Null""}]","3516.65525","","","Icy body",""
"Ross 248","Ross 248 A 5","0.753892933618844","1229.491888","10.3688799720606","Planet","1.28879","[{""id64"":""36034163044010832"",""subtype"":""M (Red dwarf) Star"",""type"":""Star""},{""id64"":5366025046864,""type"":""Null""}]","8335.332","","","Icy body","Minor Carbon Dioxide Geysers"
"Ross 248","Ross 248 B 4","0.46790863668808","93069.742599","10.3688799720606","Planet","0.395459","[{""id64"":""72062960062974800"",""subtype"":""L (Brown dwarf) Star"",""type"":""Star""},{""id64"":5366025046864,""type"":""Null""}]","5860.796","","","Icy body",""
"Ross 248","Ross 248 A 4","0.508276231263383","891.89252","10.3688799720606","Planet","0.49143","[{""id64"":""36034163044010832"",""subtype"":""M (Red dwarf) Star"",""type"":""Star""},{""id64"":5366025046864,""type"":""Null""}]","6268.5575","","","Icy body",""
"Ross 248","Ross 248 B 3","0.650246558580606","94146.296253","10.3688799720606","Planet","0.908702","[{""id64"":""72062960062974800"",""subtype"":""L (Brown dwarf) Star"",""type"":""Star""},{""id64"":5366025046864,""type"":""Null""}]","7536.3015","","","Icy body","Minor Water Magma"
"Ross 248","Ross 248 B 5","0.783578056490262","94206.034763","10.3688799720606","Planet","1.468791","[{""id64"":""72062960062974800"",""subtype"":""L (Brown dwarf) Star"",""type"":""Star""},{""id64"":5366025046864,""type"":""Null""}]","8728.216","","","Icy body","Minor Carbon Dioxide Geysers"
"WISE 1506+7027","WISE 1506+7027 3","0.690871826246559","883.72255","10.5191881964579","Planet","28.216034","[{""id64"":5366025177936,""subtype"":""T (Brown dwarf) Star"",""type"":""Star""}]","40741.392","Depleted","[{""inner_radius"":78500000,""mass"":159780000000,""name"":""WISE 1506+7027 3 B Ring"",""outer_radius"":105980000,""signal_count"":6,""signals"":[{""count"":1,""name"":""Alexandrite""},{""count"":2,""name"":""Bromellite""},{""count"":1,""name"":""Grandidierite""},{""count"":2,""name"":""Low Temperature Diamonds""}],""signals_updated_at"":""2025-09-30 13:17:49+00"",""type"":""Icy""},{""inner_radius"":74005000,""mass"":21043000000,""name"":""WISE 1506+7027 3 A Ring"",""outer_radius"":78400000,""signal_count"":15,""signals"":[{""count"":8,""name"":""Alexandrite""},{""count"":1,""name"":""Benitoite""},{""count"":1,""name"":""Monazite""},{""count"":2,""name"":""Musgravite""},{""count"":3,""name"":""Serendibite""}],""signals_updated_at"":""2025-10-04 19:44:15+00"",""type"":""Rocky""}]","Class I gas giant",""
"WISE 1506+7027","WISE 1506+7027 3 a","0.0514536555521566","883.335214","10.5191881964579","Planet","0.000955","[{""id64"":""1224984464669952848"",""subtype"":""Class I gas giant"",""type"":""Planet""},{""id64"":5366025177936,""subtype"":""T (Brown dwarf) Star"",""type"":""Star""}]","868.68875","","","Icy body",""
"WISE 1506+7027","WISE 1506+7027 4","0.528731314367289","1149.237881","10.5191881964579","Planet","15.448235","[{""id64"":5366025177936,""subtype"":""T (Brown dwarf) Star"",""type"":""Star""}]","34459.464","","","Class I gas giant",""
"WISE 1506+7027","WISE 1506+7027 1","2.04734322422759","241.364705","10.5191881964579","Planet","231.746552","[{""id64"":5366025177936,""subtype"":""T (Brown dwarf) Star"",""type"":""Star""}]","67826.272","Depleted","[{""inner_radius"":122560000,""mass"":964150000000,""name"":""WISE 1506+7027 1 B Ring"",""outer_radius"":213840000,""signal_count"":3,""signals"":[{""count"":1,""name"":""Bromellite""},{""count"":2,""name"":""Tritium""}],""signals_updated_at"":""2025-10-14 03:34:40+00"",""type"":""Icy""},{""inner_radius"":117360000,""mass"":38436000000,""name"":""WISE 1506+7027 1 A Ring"",""outer_radius"":122460000,""type"":""Metal Rich""}]","Class I gas giant",""
"WISE 1506+7027","WISE 1506+7027 1 b","0.0996240440501682","240.501468","10.5191881964579","Planet","0.006726","[{""id64"":""180149351119997776"",""subtype"":""Class I gas giant"",""type"":""Planet""},{""id64"":5366025177936,""subtype"":""T (Brown dwarf) Star"",""type"":""Star""}]","1656.438625","","","Icy body","Major Water Geysers"
"WISE 1506+7027","WISE 1506+7027 3 e","0.0419941878250229","891.197374","10.5191881964579","Planet","0.000526","[{""id64"":""1224984464669952848"",""subtype"":""Class I gas giant"",""type"":""Planet""},{""id64"":5366025177936,""subtype"":""T (Brown dwarf) Star"",""type"":""Star""}]","713.505","","","Icy body",""
"WISE 1506+7027","WISE 1506+7027 4 a","0.0719803201794636","1149.75039","10.5191881964579","Planet","0.002592","[{""id64"":""1621301231878556496"",""subtype"":""Class I gas giant"",""type"":""Planet""},{""id64"":5366025177936,""subtype"":""T (Brown dwarf) Star"",""type"":""Star""}]","1209.680375","","","Icy body",""
"WISE 1506+7027","WISE 1506+7027 4 d","0.0525527684307127","1140.784673","10.5191881964579","Planet","0.001023","[{""id64"":""1621301231878556496"",""subtype"":""Class I gas giant"",""type"":""Planet""},{""id64"":5366025177936,""subtype"":""T (Brown dwarf) Star"",""type"":""Star""}]","889.56075","","","Icy body",""
"Epsilon Eridani","New California","0.631578770266136","296.409045","10.5191881964579","Planet","0.25","[{""id64"":3657265320658,""subtype"":""K (Yellow-Orange) Star"",""type"":""Star""}]","4010.90925","","","Earth-like world",""
"Epsilon Eridani","Epsilon Eridani 4","2.64800173345569","1267.927664","10.5191881964579","Planet","334.269958","[{""id64"":3657265320658,""subtype"":""K (Yellow-Orange) Star"",""type"":""Star""}]","71626.896","","","Class I gas giant",""
"WISE 1506+7027","WISE 1506+7027 1 c","0.124016518813093","240.409199","10.5191881964579","Planet","0.012724","[{""id64"":""180149351119997776"",""subtype"":""Class I gas giant"",""type"":""Planet""},{""id64"":5366025177936,""subtype"":""T (Brown dwarf) Star"",""type"":""Star""}]","2041.998375","","","Icy body","Water Magma"
"WISE 1506+7027","WISE 1506+7027 2 a","0.0364256143570919","680.130099","10.5191881964579","Planet","0.000345","[{""id64"":""900725291499277136"",""subtype"":""Class I gas giant"",""type"":""Planet""},{""id64"":5366025177936,""subtype"":""T (Brown dwarf) Star"",""type"":""Star""}]","620.08275","","","Icy body","Water Geysers"
"WISE 1506+7027","WISE 1506+7027 2 b","0.0449255633731008","681.279096","10.5191881964579","Planet","0.000643","[{""id64"":""900725291499277136"",""subtype"":""Class I gas giant"",""type"":""Planet""},{""id64"":5366025177936,""subtype"":""T (Brown dwarf) Star"",""type"":""Star""}]","762.5273125","","","Icy body",""
"WISE 1506+7027","WISE 1506+7027 2 c","0.0319938819210768","677.973233","10.5191881964579","Planet","0.000234","[{""id64"":""900725291499277136"",""subtype"":""Class I gas giant"",""type"":""Planet""},{""id64"":5366025177936,""subtype"":""T (Brown dwarf) Star"",""type"":""Star""}]","545.4544375","","","Icy body",""
"WISE 1506+7027","WISE 1506+7027 2 e","0.026874579382074","674.712892","10.5191881964579","Planet","0.000139","[{""id64"":""900725291499277136"",""subtype"":""Class I gas giant"",""type"":""Planet""},{""id64"":5366025177936,""subtype"":""T (Brown dwarf) Star"",""type"":""Star""}]","458.9485625","","","Icy body",""
"WISE 1506+7027","WISE 1506+7027 3 c","0.0486366880799429","879.554965","10.5191881964579","Planet","0.000813","[{""id64"":""1224984464669952848"",""subtype"":""Class I gas giant"",""type"":""Planet""},{""id64"":5366025177936,""subtype"":""T (Brown dwarf) Star"",""type"":""Star""}]","824.4310625","","","Icy body",""
"WISE 1506+7027","WISE 1506+7027 4 b","0.0722667482410523","1151.596877","10.5191881964579","Planet","0.002622","[{""id64"":""1621301231878556496"",""subtype"":""Class I gas giant"",""type"":""Planet""},{""id64"":5366025177936,""subtype"":""T (Brown dwarf) Star"",""type"":""Star""}]","1214.36225","","","Icy body",""
"WISE 1506+7027","WISE 1506+7027 1 a","0.0805558274701744","241.44682","10.5191881964579","Planet","0.003609","[{""id64"":""180149351119997776"",""subtype"":""Class I gas giant"",""type"":""Planet""},{""id64"":5366025177936,""subtype"":""T (Brown dwarf) Star"",""type"":""Star""}]","1349.379625","","","Icy body","Major Water Geysers"
"WISE 1506+7027","WISE 1506+7027 3 b","0.0647715917201998","881.517109","10.5191881964579","Planet","0.001899","[{""id64"":""1224984464669952848"",""subtype"":""Class I gas giant"",""type"":""Planet""},{""id64"":5366025177936,""subtype"":""T (Brown dwarf) Star"",""type"":""Star""}]","1091.4825","","","Icy body",""
"WISE 1506+7027","WISE 1506+7027 3 d","0.0456404608952789","882.984792","10.5191881964579","Planet","0.000674","[{""id64"":""1224984464669952848"",""subtype"":""Class I gas giant"",""type"":""Planet""},{""id64"":5366025177936,""subtype"":""T (Brown dwarf) Star"",""type"":""Star""}]","774.46475","","","Icy body",""
"WISE 1506+7027","WISE 1506+7027 4 c","0.0483046803303763","1143.761637","10.5191881964579","Planet","0.000797","[{""id64"":""1621301231878556496"",""subtype"":""Class I gas giant"",""type"":""Planet""},{""id64"":5366025177936,""subtype"":""T (Brown dwarf) Star"",""type"":""Star""}]","818.8991875","","","Icy body",""
"Epsilon Eridani","Goldstein's Rock","0.640346385235036","280.440879","10.5191881964579","Planet","0.3","[{""id64"":3657265320658,""subtype"":""K (Yellow-Orange) Star"",""type"":""Star""}]","4363.5485","","","Rocky body",""
"Epsilon Eridani","Major's Mine","0.149963903334353","483.03696","10.5191881964579","Planet","0.005","[{""id64"":3657265320658,""subtype"":""K (Yellow-Orange) Star"",""type"":""Star""}]","1164.06775","","","Rocky body",""
"WISE 1506+7027","WISE 1506+7027 2","0.449047822983583","680.170338","10.5191881964579","Planet","14.291357","[{""id64"":5366025177936,""subtype"":""T (Brown dwarf) Star"",""type"":""Star""}]","35964.748","Depleted","[{""inner_radius"":59950000,""mass"":93839000000,""name"":""WISE 1506+7027 2 A Ring"",""outer_radius"":84483000,""signal_count"":7,""signals"":[{""count"":2,""name"":""Alexandrite""},{""count"":1,""name"":""Grandidierite""},{""count"":1,""name"":""Low Temperature Diamonds""},{""count"":2,""name"":""Void Opal""},{""count"":1,""name"":""Tritium""}],""signals_updated_at"":""2025-10-04 19:31:08+00"",""type"":""Icy""}]","Class I gas giant",""
"WISE 1506+7027","WISE 1506+7027 2 d","0.0368113592332008","681.259454","10.5191881964579","Planet","0.000355","[{""id64"":""900725291499277136"",""subtype"":""Class I gas giant"",""type"":""Planet""},{""id64"":5366025177936,""subtype"":""T (Brown dwarf) Star"",""type"":""Star""}]","626.0179375","","","Icy body",""
"WISE 1506+7027","WISE 1506+7027 5","1.12188926277149","1667.969101","10.5191881964579","Planet","3.717433","[{""id64"":5366025177936,""subtype"":""T (Brown dwarf) Star"",""type"":""Star""}]","11604.681","Depleted","[{""inner_radius"":19148000,""mass"":40643000000,""name"":""WISE 1506+7027 5 A Ring"",""outer_radius"":55913000,""signal_count"":6,""signals"":[{""count"":2,""name"":""Alexandrite""},{""count"":1,""name"":""Bromellite""},{""count"":1,""name"":""Grandidierite""},{""count"":2,""name"":""Tritium""}],""signals_updated_at"":""2025-10-04 19:58:31+00"",""type"":""Icy""}]","Icy body","Major Water Geysers"
"Lacaille 9352","Lacaille 9352 3","1.79577832160702","355.500494","10.6886877994916","Planet","15.607543","[{""id64"":11666070709673,""subtype"":""M (Red dwarf) Star"",""type"":""Star""}]","18794.358","Depleted","[{""inner_radius"":37541000,""mass"":4338700000,""name"":""Lacaille 9352 3 A Ring"",""outer_radius"":87000000,""type"":""Rocky""}]","Icy body","Water Geysers"
"Lacaille 9352","Lacaille 9352 6 e","0.0717151014581421","1551.510541","10.6886877994916","Planet","0.002556","[{""id64"":""1693365125962016169"",""subtype"":""Class I gas giant"",""type"":""Planet""},{""id64"":11666070709673,""subtype"":""M (Red dwarf) Star"",""type"":""Star""}]","1203.4605","","","Icy body",""
"Lacaille 9352","Camp Lawrence","0.482912205567452","74.351766","10.6886877994916","Planet","0.14","[{""id64"":11666070709673,""subtype"":""M (Red dwarf) Star"",""type"":""Star""}]","3432.54775","","","Rocky body",""
"Lacaille 9352","Lacaille 9352 4 a","0.0770092790863669","609.869418","10.6886877994916","Planet","0.000827","[{""id64"":""360299636260349353"",""subtype"":""Class III gas giant"",""type"":""Planet""},{""id64"":11666070709673,""subtype"":""M (Red dwarf) Star"",""type"":""Star""}]","660.5015","","","Rocky body","Metallic Magma"
"Lacaille 9352","Lacaille 9352 6 d","0.0859819516671765","1553.757383","10.6886877994916","Planet","0.00431","[{""id64"":""1693365125962016169"",""subtype"":""Class I gas giant"",""type"":""Planet""},{""id64"":11666070709673,""subtype"":""M (Red dwarf) Star"",""type"":""Star""}]","1427.242875","","","Icy body",""
"Lacaille 9352","Lacaille 9352 6 d a","0.0334883246660549","1553.763405","10.6886877994916","Planet","0.000311","[{""id64"":""1873509111056836009"",""subtype"":""Icy body"",""type"":""Planet""},{""id64"":""1693365125962016169"",""subtype"":""Class I gas giant"",""type"":""Planet""},{""id64"":11666070709673,""subtype"":""M (Red dwarf) Star"",""type"":""Star""}]","614.1480625","","","Icy body","Major Water Geysers"
"Lacaille 9352","Lacaille 9352 6 f","0.0639062914244927","1553.270515","10.6886877994916","Planet","0.001819","[{""id64"":""1693365125962016169"",""subtype"":""Class I gas giant"",""type"":""Planet""},{""id64"":11666070709673,""subtype"":""M (Red dwarf) Star"",""type"":""Star""}]","1075.560625","","","Icy body",""
"Lacaille 9352","Lacaille 9352 6 g","0.0676049760375242","1553.970306","10.6886877994916","Planet","0.002138","[{""id64"":""1693365125962016169"",""subtype"":""Class I gas giant"",""type"":""Planet""},{""id64"":11666070709673,""subtype"":""M (Red dwarf) Star"",""type"":""Star""}]","1133.578625","","","Icy body",""
"Lacaille 9352","Lacaille 9352 7","0.865684307127562","1927.157011","10.6886877994916","Planet","24.675159","[{""id64"":11666070709673,""subtype"":""M (Red dwarf) Star"",""type"":""Star""}]","34035.868","","","Class I gas giant",""
"Lacaille 9352","Lacaille 9352 7 a","0.084235648006526","1927.164409","10.6886877994916","Planet","0.004102","[{""id64"":""2053653096151655849"",""subtype"":""Class I gas giant"",""type"":""Planet""},{""id64"":11666070709673,""subtype"":""M (Red dwarf) Star"",""type"":""Star""}]","1406.8275","","","Icy body",""
"Lacaille 9352","Lacaille 9352 7 c","0.0640921790557765","1930.550597","10.6886877994916","Planet","0.001835","[{""id64"":""2053653096151655849"",""subtype"":""Class I gas giant"",""type"":""Planet""},{""id64"":11666070709673,""subtype"":""M (Red dwarf) Star"",""type"":""Star""}]","1078.614875","","","Icy body",""
"Lacaille 9352","Jennings's Rock","0.109773223207913","48.403499","10.6886877994916","Planet","0.002","[{""id64"":11666070709673,""subtype"":""M (Red dwarf) Star"",""type"":""Star""}]","860.5050625","","","Rocky body",""
"Lacaille 9352","Lacaille 9352 4 c","0.111811359233201","609.666916","10.6886877994916","Planet","0.007481","[{""id64"":""360299636260349353"",""subtype"":""Class III gas giant"",""type"":""Planet""},{""id64"":11666070709673,""subtype"":""M (Red dwarf) Star"",""type"":""Star""}]","1648.99325","","","Icy body",""
"Lacaille 9352","Lacaille 9352 5 a","0.0785173855409401","1063.374305","10.6886877994916","Planet","0.002911","[{""id64"":""828673997506880937"",""subtype"":""Class III gas giant"",""type"":""Planet""},{""id64"":11666070709673,""subtype"":""M (Red dwarf) Star"",""type"":""Star""}]","1227.464625","","","Icy body","Major Water Geysers"
"Lacaille 9352","Lacaille 9352 5 d","0.12947965738758","1094.539779","10.6886877994916","Planet","0.01538","[{""id64"":""828673997506880937"",""subtype"":""Class III gas giant"",""type"":""Planet""},{""id64"":11666070709673,""subtype"":""M (Red dwarf) Star"",""type"":""Star""}]","2197.15425","","","Icy body",""
"Lacaille 9352","Lacaille 9352 6","0.957726215968186","1554.253392","10.6886877994916","Planet","55.373573","[{""id64"":11666070709673,""subtype"":""M (Red dwarf) Star"",""type"":""Star""}]","48474.932","","","Class I gas giant",""
"Lacaille 9352","Lacaille 9352 6 b","0.0710546548383807","1553.487799","10.6886877994916","Planet","0.002487","[{""id64"":""1765422719999944105"",""type"":""Null""},{""id64"":""1693365125962016169"",""subtype"":""Class I gas giant"",""type"":""Planet""},{""id64"":11666070709673,""subtype"":""M (Red dwarf) Star"",""type"":""Star""}]","1192.67525","","","Icy body","Major Water Geysers"
"Lacaille 9352","Lacaille 9352 6 c","0.065195880493525","1553.472319","10.6886877994916","Planet","0.00193","[{""id64"":""1765422719999944105"",""type"":""Null""},{""id64"":""1693365125962016169"",""subtype"":""Class I gas giant"",""type"":""Planet""},{""id64"":11666070709673,""subtype"":""M (Red dwarf) Star"",""type"":""Star""}]","1096.7395","","","Icy body","Major Water Geysers"
"Lacaille 9352","Lacaille 9352 4 b","0.064682471703885","609.132399","10.6886877994916","Planet","0.000493","[{""id64"":""360299636260349353"",""subtype"":""Class III gas giant"",""type"":""Planet""},{""id64"":11666070709673,""subtype"":""M (Red dwarf) Star"",""type"":""Star""}]","556.378125","","","Rocky body",""
"Lacaille 9352","Lacaille 9352 4 d","0.118689303558683","608.712221","10.6886877994916","Planet","0.011167","[{""id64"":""360299636260349353"",""subtype"":""Class III gas giant"",""type"":""Planet""},{""id64"":11666070709673,""subtype"":""M (Red dwarf) Star"",""type"":""Star""}]","1955.468625","","","Icy body",""
"Lacaille 9352","Lacaille 9352 5","11.6281636586112","1062.559844","10.6886877994916","Planet","1619.404785","[{""id64"":11666070709673,""subtype"":""M (Red dwarf) Star"",""type"":""Star""}]","75233.064","Depleted","[{""inner_radius"":148820000,""mass"":3546400000000,""name"":""Lacaille 9352 5 B Ring"",""outer_radius"":425800000,""signal_count"":3,""signals"":[{""count"":1,""name"":""Benitoite""},{""count"":1,""name"":""Monazite""},{""count"":1,""name"":""Musgravite""}],""signals_updated_at"":""2025-08-28 00:47:22+00"",""type"":""Rocky""},{""inner_radius"":124130000,""mass"":138940000000,""name"":""Lacaille 9352 5 A Ring"",""outer_radius"":148720000,""signal_count"":26,""signals"":[{""count"":6,""name"":""Alexandrite""},{""count"":7,""name"":""Benitoite""},{""count"":5,""name"":""Monazite""},{""count"":4,""name"":""Musgravite""},{""count"":4,""name"":""Serendibite""}],""signals_updated_at"":""2025-08-28 00:47:22+00"",""type"":""Rocky""}]","Class III gas giant",""
"Lacaille 9352","Lacaille 9352 6 a","0.0708146222086265","1554.229796","10.6886877994916","Planet","0.002462","[{""id64"":""1693365125962016169"",""subtype"":""Class I gas giant"",""type"":""Planet""},{""id64"":11666070709673,""subtype"":""M (Red dwarf) Star"",""type"":""Star""}]","1188.75425","","","Icy body","Major Water Magma"
"Lacaille 9352","Lacaille 9352 7 b","0.0693337412052615","1928.205273","10.6886877994916","Planet","0.002314","[{""id64"":""2053653096151655849"",""subtype"":""Class I gas giant"",""type"":""Planet""},{""id64"":11666070709673,""subtype"":""M (Red dwarf) Star"",""type"":""Star""}]","1164.544125","","","Icy body",""
"Lacaille 9352","Lacaille 9352 4","13.9923518915061","610.975635","10.6886877994916","Planet","1902.819824","[{""id64"":11666070709673,""subtype"":""M (Red dwarf) Star"",""type"":""Star""}]","74343.008","Depleted","[{""inner_radius"":146320000,""mass"":2892800000000,""name"":""Lacaille 9352 4 A Ring"",""outer_radius"":431400000,""signal_count"":2,""signals"":[{""count"":1,""name"":""Benitoite""},{""count"":1,""name"":""Serendibite""}],""signals_updated_at"":""2025-10-03 13:29:29+00"",""type"":""Rocky""}]","Class III gas giant",""
"Lacaille 9352","Lacaille 9352 4 e","0.118670337514021","603.847387","10.6886877994916","Planet","0.011162","[{""id64"":""360299636260349353"",""subtype"":""Class III gas giant"",""type"":""Planet""},{""id64"":11666070709673,""subtype"":""M (Red dwarf) Star"",""type"":""Star""}]","1955.17075","","","Icy body",""
"Lacaille 9352","Lacaille 9352 5 b","0.175864382583869","1062.289809","10.6886877994916","Planet","0.034657","[{""id64"":""828673997506880937"",""subtype"":""Class III gas giant"",""type"":""Planet""},{""id64"":11666070709673,""subtype"":""M (Red dwarf) Star"",""type"":""Star""}]","2830.0415","","","Icy body","Minor Water Magma"
"Lacaille 9352","Lacaille 9352 5 c","0.213932701131845","1069.972163","10.6886877994916","Planet","0.060427","[{""id64"":""828673997506880937"",""subtype"":""Class III gas giant"",""type"":""Planet""},{""id64"":11666070709673,""subtype"":""M (Red dwarf) Star"",""type"":""Star""}]","3388.14575","","","Icy body",""
